"","TIME","GEO","PRODUCT","Proizvodnja/zaloga"
"2198","2007","Slovenia","Derived heat",0
"2199","2007","Slovenia","Electrical energy",-21158
"2200","2007","Slovenia","Gas",108
"2201","2007","Slovenia","Nuclear heat",NA
"2202","2007","Slovenia","Renewable energies",30397
"2203","2007","Slovenia","Solid fuels",53043
"2204","2007","Slovenia","Total petroleum products",-18884
"2205","2007","Slovenia","Waste (non-renewable)",535
"2206","2007","Spain","All products",407041
"2207","2007","Spain","Derived heat",0
"2208","2007","Spain","Electrical energy",-52287
"2209","2007","Spain","Gas",13471
"2210","2007","Spain","Nuclear heat",NA
"2211","2007","Spain","Renewable energies",413359
"2212","2007","Spain","Solid fuels",213700
"2213","2007","Spain","Total petroleum products",-789260
"2214","2007","Spain","Waste (non-renewable)",12945
"2215","2007","Sweden","All products",808248
"2216","2007","Sweden","Derived heat",0
"2217","2007","Sweden","Electrical energy",-53049
"2218","2007","Sweden","Gas",1045
"2219","2007","Sweden","Nuclear heat",NA
"2220","2007","Sweden","Renewable energies",640318
"2221","2007","Sweden","Solid fuels",7366
"2222","2007","Sweden","Total petroleum products",-527465
"2223","2007","Sweden","Waste (non-renewable)",16768
"2224","2007","United Kingdom","All products",3473637
"2225","2007","United Kingdom","Derived heat",0
"2226","2007","United Kingdom","Electrical energy",-12233
"2227","2007","United Kingdom","Gas",2336460
"2228","2007","United Kingdom","Nuclear heat",NA
"2229","2007","United Kingdom","Renewable energies",173349
"2230","2007","United Kingdom","Solid fuels",473312
"2231","2007","United Kingdom","Total petroleum products",-202784
"2232","2007","United Kingdom","Waste (non-renewable)",24830
"2233","2008","Austria","All products",194803
"2234","2008","Austria","Derived heat",0
"2235","2008","Austria","Electrical energy",-53759
"2236","2008","Austria","Gas",-31572
"2237","2008","Austria","Nuclear heat",NA
"2238","2008","Austria","Renewable energies",320827
"2239","2008","Austria","Solid fuels",-4465
"2240","2008","Austria","Total petroleum products",-62045
"2241","2008","Austria","Waste (non-renewable)",25818
"2242","2008","Belgium","All products",-941195
"2243","2008","Belgium","Derived heat",0
"2244","2008","Belgium","Electrical energy",-23620
"2245","2008","Belgium","Gas",-27286
"2246","2008","Belgium","Nuclear heat",NA
"2247","2008","Belgium","Renewable energies",57567
"2248","2008","Belgium","Solid fuels",-46558
"2249","2008","Belgium","Total petroleum products",-1420656
"2250","2008","Belgium","Waste (non-renewable)",27223
"2251","2008","Bulgaria","All products",209200
"2252","2008","Bulgaria","Derived heat",0
"2253","2008","Bulgaria","Electrical energy",-30387
"2254","2008","Bulgaria","Gas",4598
"2255","2008","Bulgaria","Nuclear heat",NA
"2256","2008","Bulgaria","Renewable energies",44472
"2257","2008","Bulgaria","Solid fuels",180725
"2258","2008","Bulgaria","Total petroleum products",-161505
"2259","2008","Bulgaria","Waste (non-renewable)",129
"2260","2008","Croatia","All products",63698
"2261","2008","Croatia","Derived heat",0
"2262","2008","Croatia","Electrical energy",-22471
"2263","2008","Croatia","Gas",66590
"2264","2008","Croatia","Nuclear heat",NA
"2265","2008","Croatia","Renewable energies",68115
"2266","2008","Croatia","Solid fuels",-3636
"2267","2008","Croatia","Total petroleum products",-45257
"2268","2008","Croatia","Waste (non-renewable)",356
"2269","2008","Cyprus","All products",-7170
"2270","2008","Cyprus","Derived heat",0
"2271","2008","Cyprus","Electrical energy",0
"2272","2008","Cyprus","Gas",NA
"2273","2008","Cyprus","Nuclear heat",NA
"2274","2008","Cyprus","Renewable energies",3148
"2275","2008","Cyprus","Solid fuels",-29
"2276","2008","Cyprus","Total petroleum products",-10528
"2277","2008","Cyprus","Waste (non-renewable)",239
"2278","2008","Czech Republic","All products",1021264
"2279","2008","Czech Republic","Derived heat",-111
"2280","2008","Czech Republic","Electrical energy",-71960
"2281","2008","Czech Republic","Gas",3213
"2282","2008","Czech Republic","Nuclear heat",NA
"2283","2008","Czech Republic","Renewable energies",101232
"2284","2008","Czech Republic","Solid fuels",739837
"2285","2008","Czech Republic","Total petroleum products",-46642
"2286","2008","Czech Republic","Waste (non-renewable)",7975
"2287","2008","Denmark","All products",174984
"2288","2008","Denmark","Derived heat",0
"2289","2008","Denmark","Electrical energy",-40896
"2290","2008","Denmark","Gas",170984
"2291","2008","Denmark","Nuclear heat",NA
"2292","2008","Denmark","Renewable energies",114019
"2293","2008","Denmark","Solid fuels",-17993
"2294","2008","Denmark","Total petroleum products",-69807
"2295","2008","Denmark","Waste (non-renewable)",18679
"2296","2008","Estonia","All products",156348
"2297","2008","Estonia","Derived heat",0
"2298","2008","Estonia","Electrical energy",-8316
"2299","2008","Estonia","Gas",0
"2300","2008","Estonia","Nuclear heat",NA
"2301","2008","Estonia","Renewable energies",27053
"2302","2008","Estonia","Solid fuels",140408
"2303","2008","Estonia","Total petroleum products",-2796
"2304","2008","Estonia","Waste (non-renewable)",0
"2305","2008","Euro area (19 countries)","All products",4006947
"2306","2008","Euro area (19 countries)","Derived heat",-245
"2307","2008","Euro area (19 countries)","Electrical energy",-750906
"2308","2008","Euro area (19 countries)","Gas",929939
"2309","2008","Euro area (19 countries)","Nuclear heat",NA
"2310","2008","Euro area (19 countries)","Renewable energies",4235812
"2311","2008","Euro area (19 countries)","Solid fuels",2354782
"2312","2008","Euro area (19 countries)","Total petroleum products",-11222428
"2313","2008","Euro area (19 countries)","Waste (non-renewable)",329325
"2314","2008","European Union (28 countries)","All products",12640559
"2315","2008","European Union (28 countries)","Derived heat",-356
"2316","2008","European Union (28 countries)","Electrical energy",-1059649
"2317","2008","European Union (28 countries)","Gas",3949798
"2318","2008","European Union (28 countries)","Nuclear heat",NA
"2319","2008","European Union (28 countries)","Renewable energies",5937395
"2320","2008","European Union (28 countries)","Solid fuels",5990330
"2321","2008","European Union (28 countries)","Total petroleum products",-12718000
"2322","2008","European Union (28 countries)","Waste (non-renewable)",412808
"2323","2008","Finland","All products",378684
"2324","2008","Finland","Derived heat",0
"2325","2008","Finland","Electrical energy",-12006
"2326","2008","Finland","Gas",0
"2327","2008","Finland","Nuclear heat",NA
"2328","2008","Finland","Renewable energies",376760
"2329","2008","Finland","Solid fuels",63206
"2330","2008","Finland","Total petroleum products",-302095
"2331","2008","Finland","Waste (non-renewable)",4873
"2332","2008","France","All products",3929323
"2333","2008","France","Derived heat",0
"2334","2008","France","Electrical energy",-211450
"2335","2008","France","Gas",-9024
"2336","2008","France","Nuclear heat",NA
"2337","2008","France","Renewable energies",763140
"2338","2008","France","Solid fuels",-86540
"2339","2008","France","Total petroleum products",-1318165
"2340","2008","France","Waste (non-renewable)",45334
"2341","2008","Germany","All products",3546268
"2342","2008","Germany","Derived heat",-245
"2343","2008","Germany","Electrical energy",-222372
"2344","2008","Germany","Gas",45990
"2345","2008","Germany","Nuclear heat",NA
"2346","2008","Germany","Renewable energies",941684
"2347","2008","Germany","Solid fuels",2034022
"2348","2008","Germany","Total petroleum products",-995548
"2349","2008","Germany","Waste (non-renewable)",138991
"2350","2008","Greece","All products",-59633
"2351","2008","Greece","Derived heat",0
"2352","2008","Greece","Electrical energy",-7063
"2353","2008","Greece","Gas",-15
"2354","2008","Greece","Nuclear heat",NA
"2355","2008","Greece","Renewable energies",69235
"2356","2008","Greece","Solid fuels",330991
"2357","2008","Greece","Total petroleum products",-452949
"2358","2008","Greece","Waste (non-renewable)",168
"2359","2008","Hungary","All products",226661
"2360","2008","Hungary","Derived heat",0
"2361","2008","Hungary","Electrical energy",-31935
"2362","2008","Hungary","Gas",51719
"2363","2008","Hungary","Nuclear heat",NA
"2364","2008","Hungary","Renewable energies",63712
"2365","2008","Hungary","Solid fuels",57622
"2366","2008","Hungary","Total petroleum products",-77895
"2367","2008","Hungary","Waste (non-renewable)",2850
"2368","2008","Ireland","All products",5806
"2369","2008","Ireland","Derived heat",0
"2370","2008","Ireland","Electrical energy",-1091
"2371","2008","Ireland","Gas",13029
"2372","2008","Ireland","Nuclear heat",NA
"2373","2008","Ireland","Renewable energies",22891
"2374","2008","Ireland","Solid fuels",29199
"2375","2008","Ireland","Total petroleum products",-58223
"2376","2008","Ireland","Waste (non-renewable)",0
"2377","2008","Italy","All products",-22997
"2378","2008","Italy","Derived heat",0
"2379","2008","Italy","Electrical energy",-12233
"2380","2008","Italy","Gas",274868
"2381","2008","Italy","Nuclear heat",NA
"2382","2008","Italy","Renewable energies",780331
"2383","2008","Italy","Solid fuels",-18862
"2384","2008","Italy","Total petroleum products",-1078583
"2385","2008","Italy","Waste (non-renewable)",31483
"2386","2008","Latvia","All products",46533
"2387","2008","Latvia","Derived heat",0
"2388","2008","Latvia","Electrical energy",-7643
"2389","2008","Latvia","Gas",9956
"2390","2008","Latvia","Nuclear heat",NA
"2391","2008","Latvia","Renewable energies",57219
"2392","2008","Latvia","Solid fuels",17
"2393","2008","Latvia","Total petroleum products",-13224
"2394","2008","Latvia","Waste (non-renewable)",210
"2395","2008","Lithuania","All products",-174393
"2396","2008","Lithuania","Derived heat",0
"2397","2008","Lithuania","Electrical energy",-23781
"2398","2008","Lithuania","Gas",4018
"2399","2008","Lithuania","Nuclear heat",NA
"2400","2008","Lithuania","Renewable energies",39538
"2401","2008","Lithuania","Solid fuels",-885
"2402","2008","Lithuania","Total petroleum products",-302014
"2403","2008","Lithuania","Waste (non-renewable)",0
"2404","2008","Luxembourg","All products",-4845
"2405","2008","Luxembourg","Derived heat",0
"2406","2008","Luxembourg","Electrical energy",-8942
"2407","2008","Luxembourg","Gas",0
"2408","2008","Luxembourg","Nuclear heat",NA
"2409","2008","Luxembourg","Renewable energies",3606
"2410","2008","Luxembourg","Solid fuels",0
"2411","2008","Luxembourg","Total petroleum products",-980
"2412","2008","Luxembourg","Waste (non-renewable)",1470
"2413","2008","Malta","All products",-38138
"2414","2008","Malta","Derived heat",0
"2415","2008","Malta","Electrical energy",0
"2416","2008","Malta","Gas",NA
"2417","2008","Malta","Nuclear heat",NA
"2418","2008","Malta","Renewable energies",38
"2419","2008","Malta","Solid fuels",0
"2420","2008","Malta","Total petroleum products",-38176
"2421","2008","Malta","Waste (non-renewable)",0
"2422","2008","Netherlands","All products",-3464073
"2423","2008","Netherlands","Derived heat",0
"2424","2008","Netherlands","Electrical energy",-32817
"2425","2008","Netherlands","Gas",662159
"2426","2008","Netherlands","Nuclear heat",NA
"2427","2008","Netherlands","Renewable energies",90847
"2428","2008","Netherlands","Solid fuels",-217116
"2429","2008","Netherlands","Total petroleum products",-4043967
"2430","2008","Netherlands","Waste (non-renewable)",31796
"2431","2008","Norway","All products",1100279
"2432","2008","Norway","Derived heat",0
"2433","2008","Norway","Electrical energy",-62190
"2434","2008","Norway","Gas",301000
"2435","2008","Norway","Nuclear heat",NA
"2436","2008","Norway","Renewable energies",554894
"2437","2008","Norway","Solid fuels",4915
"2438","2008","Norway","Total petroleum products",296873
"2439","2008","Norway","Waste (non-renewable)",4787
"2440","2008","Poland","All products",2257690
"2441","2008","Poland","Derived heat",0
"2442","2008","Poland","Electrical energy",-34930
"2443","2008","Poland","Gas",142854
"2444","2008","Poland","Nuclear heat",NA
"2445","2008","Poland","Renewable energies",226209
"2446","2008","Poland","Solid fuels",2023869
"2447","2008","Poland","Total petroleum products",-110381
"2448","2008","Poland","Waste (non-renewable)",10071
"2449","2008","Portugal","All products",45445
"2450","2008","Portugal","Derived heat",0
"2451","2008","Portugal","Electrical energy",-4726
"2452","2008","Portugal","Gas",-244
"2453","2008","Portugal","Nuclear heat",NA
"2454","2008","Portugal","Renewable energies",181264
"2455","2008","Portugal","Solid fuels",9307
"2456","2008","Portugal","Total petroleum products",-145716
"2457","2008","Portugal","Waste (non-renewable)",5561
"2458","2008","Romania","All products",982559
"2459","2008","Romania","Derived heat",0
"2460","2008","Romania","Electrical energy",-18609
"2461","2008","Romania","Gas",361254
"2462","2008","Romania","Nuclear heat",NA
"2463","2008","Romania","Renewable energies",221675
"2464","2008","Romania","Solid fuels",293268
"2465","2008","Romania","Total petroleum products",596
"2466","2008","Romania","Waste (non-renewable)",3133
"2467","2008","Slovakia","All products",66809
"2468","2008","Slovakia","Derived heat",0
"2469","2008","Slovakia","Electrical energy",-32007
"2470","2008","Slovakia","Gas",1521
"2471","2008","Slovakia","Nuclear heat",NA
"2472","2008","Slovakia","Renewable energies",37324
"2473","2008","Slovakia","Solid fuels",16039
"2474","2008","Slovakia","Total petroleum products",-140279
"2475","2008","Slovakia","Waste (non-renewable)",1816
"2476","2008","Slovenia","All products",92842
"2477","2008","Slovenia","Derived heat",0
"2478","2008","Slovenia","Electrical energy",-28166
"2479","2008","Slovenia","Gas",108
"2480","2008","Slovenia","Nuclear heat",NA
"2481","2008","Slovenia","Renewable energies",34976
"2482","2008","Slovenia","Solid fuels",45705
"2483","2008","Slovenia","Total petroleum products",-28137
"2484","2008","Slovenia","Waste (non-renewable)",608
"2485","2008","Spain","All products",256529
"2486","2008","Spain","Derived heat",0
"2487","2008","Spain","Electrical energy",-60912
"2488","2008","Spain","Gas",-13569
"2489","2008","Spain","Nuclear heat",NA
"2490","2008","Spain","Renewable energies",428365
"2491","2008","Spain","Solid fuels",60346
"2492","2008","Spain","Total petroleum products",-808345
"2493","2008","Spain","Waste (non-renewable)",13735
"2494","2008","Sweden","All products",690929
"2495","2008","Sweden","Derived heat",0
"2496","2008","Sweden","Electrical energy",-52974
"2497","2008","Sweden","Gas",1022
"2498","2008","Sweden","Nuclear heat",NA
"2499","2008","Sweden","Renewable energies",653973
"2500","2008","Sweden","Solid fuels",5428
"2501","2008","Sweden","Total petroleum products",-624712
"2502","2008","Sweden","Waste (non-renewable)",18190
"2503","2008","United Kingdom","All products",3006627
"2504","2008","United Kingdom","Derived heat",0
"2505","2008","United Kingdom","Electrical energy",-4579
"2506","2008","United Kingdom","Gas",2217625
"2507","2008","United Kingdom","Nuclear heat",NA
"2508","2008","United Kingdom","Renewable energies",208177
"2509","2008","United Kingdom","Solid fuels",356427
"2510","2008","United Kingdom","Total petroleum products",-359969
"2511","2008","United Kingdom","Waste (non-renewable)",22100
"2512","2009","Austria","All products",189302
"2513","2009","Austria","Derived heat",0
"2514","2009","Austria","Electrical energy",-67543
"2515","2009","Austria","Gas",-58530
"2516","2009","Austria","Nuclear heat",NA
"2517","2009","Austria","Renewable energies",330799
"2518","2009","Austria","Solid fuels",4595
"2519","2009","Austria","Total petroleum products",-49577
"2520","2009","Austria","Waste (non-renewable)",29560
"2521","2009","Belgium","All products",-829437
"2522","2009","Belgium","Derived heat",0
"2523","2009","Belgium","Electrical energy",-40756
"2524","2009","Belgium","Gas",-122434
"2525","2009","Belgium","Nuclear heat",NA
"2526","2009","Belgium","Renewable energies",72156
"2527","2009","Belgium","Solid fuels",-11679
"2528","2009","Belgium","Total petroleum products",-1266544
"2529","2009","Belgium","Waste (non-renewable)",29821
"2530","2009","Bulgaria","All products",236667
"2531","2009","Bulgaria","Derived heat",0
"2532","2009","Bulgaria","Electrical energy",-27846
"2533","2009","Bulgaria","Gas",1248
"2534","2009","Bulgaria","Nuclear heat",NA
"2535","2009","Bulgaria","Renewable energies",46527
"2536","2009","Bulgaria","Solid fuels",194698
"2537","2009","Bulgaria","Total petroleum products",-143935
"2538","2009","Bulgaria","Waste (non-renewable)",244
"2539","2009","Croatia","All products",79117
"2540","2009","Croatia","Derived heat",0
"2541","2009","Croatia","Electrical energy",-24800
"2542","2009","Croatia","Gas",65117
"2543","2009","Croatia","Nuclear heat",NA
"2544","2009","Croatia","Renewable energies",76200
"2545","2009","Croatia","Solid fuels",2172
"2546","2009","Croatia","Total petroleum products",-39945
"2547","2009","Croatia","Waste (non-renewable)",373
"2548","2009","Cyprus","All products",-4306
"2549","2009","Cyprus","Derived heat",0
"2550","2009","Cyprus","Electrical energy",0
"2551","2009","Cyprus","Gas",NA
"2552","2009","Cyprus","Nuclear heat",NA
"2553","2009","Cyprus","Renewable energies",3230
"2554","2009","Cyprus","Solid fuels",-143
"2555","2009","Cyprus","Total petroleum products",-7668
"2556","2009","Cyprus","Waste (non-renewable)",276
"2557","2009","Czech Republic","All products",947161
"2558","2009","Czech Republic","Derived heat",-99
"2559","2009","Czech Republic","Electrical energy",-80028
"2560","2009","Czech Republic","Gas",-12382
"2561","2009","Czech Republic","Nuclear heat",NA
"2562","2009","Czech Republic","Renewable energies",114514
"2563","2009","Czech Republic","Solid fuels",657435
"2564","2009","Czech Republic","Total petroleum products",-35355
"2565","2009","Czech Republic","Waste (non-renewable)",8244
"2566","2009","Denmark","All products",195160
"2567","2009","Denmark","Derived heat",0
"2568","2009","Denmark","Electrical energy",-39147
"2569","2009","Denmark","Gas",163599
"2570","2009","Denmark","Nuclear heat",NA
"2571","2009","Denmark","Renewable energies",113872
"2572","2009","Denmark","Solid fuels",1788
"2573","2009","Denmark","Total petroleum products",-62658
"2574","2009","Denmark","Waste (non-renewable)",17705
"2575","2009","Estonia","All products",138298
"2576","2009","Estonia","Derived heat",0
"2577","2009","Estonia","Electrical energy",-10595
"2578","2009","Estonia","Gas",0
"2579","2009","Estonia","Nuclear heat",NA
"2580","2009","Estonia","Renewable energies",30040
"2581","2009","Estonia","Solid fuels",126776
"2582","2009","Estonia","Total petroleum products",-7924
"2583","2009","Estonia","Waste (non-renewable)",0
"2584","2009","Euro area (19 countries)","All products",3850643
"2585","2009","Euro area (19 countries)","Derived heat",-239
"2586","2009","Euro area (19 countries)","Electrical energy",-720669
"2587","2009","Euro area (19 countries)","Gas",656438
"2588","2009","Euro area (19 countries)","Nuclear heat",NA
"2589","2009","Euro area (19 countries)","Renewable energies",4443495
"2590","2009","Euro area (19 countries)","Solid fuels",2384332
"2591","2009","Euro area (19 countries)","Total petroleum products",-10864634
"2592","2009","Euro area (19 countries)","Waste (non-renewable)",354262
"2593","2009","European Union (28 countries)","All products",12216644
"2594","2009","European Union (28 countries)","Derived heat",-338
"2595","2009","European Union (28 countries)","Electrical energy",-1003468
"2596","2009","European Union (28 countries)","Gas",3260671
"2597","2009","European Union (28 countries)","Nuclear heat",NA
"2598","2009","European Union (28 countries)","Renewable energies",6226295
"2599","2009","European Union (28 countries)","Solid fuels",5726072
"2600","2009","European Union (28 countries)","Total petroleum products",-12095924
"2601","2009","European Union (28 countries)","Waste (non-renewable)",441356
"2602","2009","Finland","All products",350723
"2603","2009","Finland","Derived heat",0
"2604","2009","Finland","Electrical energy",-12150
"2605","2009","Finland","Gas",0
"2606","2009","Finland","Nuclear heat",NA
"2607","2009","Finland","Renewable energies",326529
"2608","2009","Finland","Solid fuels",59701
"2609","2009","Finland","Total petroleum products",-283495
"2610","2009","Finland","Waste (non-renewable)",6056
"2611","2009","France","All products",3916981
"2612","2009","France","Derived heat",0
"2613","2009","France","Electrical energy",-160023
"2614","2009","France","Gas",-94529
"2615","2009","France","Nuclear heat",NA
"2616","2009","France","Renewable energies",767899
"2617","2009","France","Solid fuels",18425
"2618","2009","France","Total petroleum products",-1088657
"2619","2009","France","Waste (non-renewable)",48719
"2620","2009","Germany","All products",3411289
"2621","2009","Germany","Derived heat",-239
"2622","2009","Germany","Electrical energy",-194875
"2623","2009","Germany","Gas",-30677
"2624","2009","Germany","Nuclear heat",NA
"2625","2009","Germany","Renewable energies",992210
"2626","2009","Germany","Solid fuels",1912679
"2627","2009","Germany","Total petroleum products",-876196
"2628","2009","Germany","Waste (non-renewable)",151123
"2629","2009","Greece","All products",-42206
"2630","2009","Greece","Derived heat",0
"2631","2009","Greece","Electrical energy",-11639
"2632","2009","Greece","Gas",338
"2633","2009","Greece","Nuclear heat",NA
"2634","2009","Greece","Renewable energies",75733
"2635","2009","Greece","Solid fuels",345662
"2636","2009","Greece","Total petroleum products",-452470
"2637","2009","Greece","Waste (non-renewable)",169
"2638","2009","Hungary","All products",310148
"2639","2009","Hungary","Derived heat",0
"2640","2009","Hungary","Electrical energy",-19652
"2641","2009","Hungary","Gas",52112
"2642","2009","Hungary","Nuclear heat",NA
"2643","2009","Hungary","Renewable energies",74951
"2644","2009","Hungary","Solid fuels",61016
"2645","2009","Hungary","Total petroleum products",-28470
"2646","2009","Hungary","Waste (non-renewable)",3080
"2647","2009","Ireland","All products",24166
"2648","2009","Ireland","Derived heat",0
"2649","2009","Ireland","Electrical energy",-630
"2650","2009","Ireland","Gas",9496
"2651","2009","Ireland","Nuclear heat",NA
"2652","2009","Ireland","Renewable energies",26482
"2653","2009","Ireland","Solid fuels",29363
"2654","2009","Ireland","Total petroleum products",-41086
"2655","2009","Ireland","Waste (non-renewable)",541
"2656","2009","Italy","All products",156236
"2657","2009","Italy","Derived heat",0
"2658","2009","Italy","Electrical energy",-7600
"2659","2009","Italy","Gas",300855
"2660","2009","Italy","Nuclear heat",NA
"2661","2009","Italy","Renewable energies",804805
"2662","2009","Italy","Solid fuels",6001
"2663","2009","Italy","Total petroleum products",-981420
"2664","2009","Italy","Waste (non-renewable)",33594
"2665","2009","Latvia","All products",26673
"2666","2009","Latvia","Derived heat",0
"2667","2009","Latvia","Electrical energy",-9378
"2668","2009","Latvia","Gas",-7225
"2669","2009","Latvia","Nuclear heat",NA
"2670","2009","Latvia","Renewable energies",65333
"2671","2009","Latvia","Solid fuels",109
"2672","2009","Latvia","Total petroleum products",-22254
"2673","2009","Latvia","Waste (non-renewable)",88
"2674","2009","Lithuania","All products",-153441
"2675","2009","Lithuania","Derived heat",0
"2676","2009","Lithuania","Electrical energy",-27774
"2677","2009","Lithuania","Gas",-337
"2678","2009","Lithuania","Nuclear heat",NA
"2679","2009","Lithuania","Renewable energies",40707
"2680","2009","Lithuania","Solid fuels",1054
"2681","2009","Lithuania","Total petroleum products",-286238
"2682","2009","Lithuania","Waste (non-renewable)",0
"2683","2009","Luxembourg","All products",-5713
"2684","2009","Luxembourg","Derived heat",0
"2685","2009","Luxembourg","Electrical energy",-9374
"2686","2009","Luxembourg","Gas",0
"2687","2009","Luxembourg","Nuclear heat",NA
"2688","2009","Luxembourg","Renewable energies",3241
"2689","2009","Luxembourg","Solid fuels",0
"2690","2009","Luxembourg","Total petroleum products",-756
"2691","2009","Luxembourg","Waste (non-renewable)",1177
"2692","2009","Malta","All products",-47715
"2693","2009","Malta","Derived heat",0
"2694","2009","Malta","Electrical energy",0
"2695","2009","Malta","Gas",NA
"2696","2009","Malta","Nuclear heat",NA
"2697","2009","Malta","Renewable energies",39
"2698","2009","Malta","Solid fuels",0
"2699","2009","Malta","Total petroleum products",-47754
"2700","2009","Malta","Waste (non-renewable)",0
"2701","2009","Netherlands","All products",-3733673
"2702","2009","Netherlands","Derived heat",0
"2703","2009","Netherlands","Electrical energy",-38019
"2704","2009","Netherlands","Gas",699191
"2705","2009","Netherlands","Nuclear heat",NA
"2706","2009","Netherlands","Renewable energies",107505
"2707","2009","Netherlands","Solid fuels",-199376
"2708","2009","Netherlands","Total petroleum products",-4380020
"2709","2009","Netherlands","Waste (non-renewable)",31168
"2710","2009","Norway","All products",1037938
"2711","2009","Norway","Derived heat",0
"2712","2009","Norway","Electrical energy",-52683
"2713","2009","Norway","Gas",291738
"2714","2009","Norway","Nuclear heat",NA
"2715","2009","Norway","Renewable energies",504406
"2716","2009","Norway","Solid fuels",3631
"2717","2009","Norway","Total petroleum products",285921
"2718","2009","Norway","Waste (non-renewable)",4924
"2719","2009","Poland","All products",2166066
"2720","2009","Poland","Derived heat",0
"2721","2009","Poland","Electrical energy",-34539
"2722","2009","Poland","Gas",163622
"2723","2009","Poland","Nuclear heat",NA
"2724","2009","Poland","Renewable energies",251981
"2725","2009","Poland","Solid fuels",1882065
"2726","2009","Poland","Total petroleum products",-111978
"2727","2009","Poland","Waste (non-renewable)",14915
"2728","2009","Portugal","All products",71795
"2729","2009","Portugal","Derived heat",0
"2730","2009","Portugal","Electrical energy",-10159
"2731","2009","Portugal","Gas",-2059
"2732","2009","Portugal","Nuclear heat",NA
"2733","2009","Portugal","Renewable energies",199855
"2734","2009","Portugal","Solid fuels",-8065
"2735","2009","Portugal","Total petroleum products",-113627
"2736","2009","Portugal","Waste (non-renewable)",5848
"2737","2009","Romania","All products",995929
"2738","2009","Romania","Derived heat",0
"2739","2009","Romania","Electrical energy",-10606
"2740","2009","Romania","Gas",376070
"2741","2009","Romania","Nuclear heat",NA
"2742","2009","Romania","Renewable energies",217477
"2743","2009","Romania","Solid fuels",272396
"2744","2009","Romania","Total petroleum products",12785
"2745","2009","Romania","Waste (non-renewable)",884
"2746","2009","Slovakia","All products",36970
"2747","2009","Slovakia","Derived heat",0
"2748","2009","Slovakia","Electrical energy",-27655
"2749","2009","Slovakia","Gas",-16427
"2750","2009","Slovakia","Nuclear heat",NA
"2751","2009","Slovakia","Renewable energies",45356
"2752","2009","Slovakia","Solid fuels",20648
"2753","2009","Slovakia","Total petroleum products",-141223
"2754","2009","Slovakia","Waste (non-renewable)",1930
"2755","2009","Slovenia","All products",94945
"2756","2009","Slovenia","Derived heat",0
"2757","2009","Slovenia","Electrical energy",-39020
"2758","2009","Slovenia","Gas",108
"2759","2009","Slovenia","Nuclear heat",NA
"2760","2009","Slovenia","Renewable energies",44157
"2761","2009","Slovenia","Solid fuels",48987
"2762","2009","Slovenia","Total petroleum products",-22095
"2763","2009","Slovenia","Waste (non-renewable)",828
"2764","2009","Spain","All products",249758
"2765","2009","Spain","Derived heat",0
"2766","2009","Spain","Electrical energy",-53478
"2767","2009","Spain","Gas",-21332
"2768","2009","Spain","Nuclear heat",NA
"2769","2009","Spain","Renewable energies",507419
"2770","2009","Spain","Solid fuels",29595
"2771","2009","Spain","Total petroleum products",-795629
"2772","2009","Spain","Waste (non-renewable)",13364
"2773","2009","Sweden","All products",621906
"2774","2009","Sweden","Derived heat",0
"2775","2009","Sweden","Electrical energy",-32688
"2776","2009","Sweden","Gas",870
"2777","2009","Sweden","Nuclear heat",NA
"2778","2009","Sweden","Renewable energies",662314
"2779","2009","Sweden","Solid fuels",16049
"2780","2009","Sweden","Total petroleum products",-606972
"2781","2009","Sweden","Waste (non-renewable)",18865
"2782","2009","United Kingdom","All products",2813850
"2783","2009","United Kingdom","Derived heat",0
"2784","2009","United Kingdom","Electrical energy",-13492
"2785","2009","United Kingdom","Gas",1793975
"2786","2009","United Kingdom","Nuclear heat",NA
"2787","2009","United Kingdom","Renewable energies",224967
"2788","2009","United Kingdom","Solid fuels",254120
"2789","2009","United Kingdom","Total petroleum products",-214761
"2790","2009","United Kingdom","Waste (non-renewable)",22784
"2791","2010","Austria","All products",187724
"2792","2010","Austria","Derived heat",0
"2793","2010","Austria","Electrical energy",-63241
"2794","2010","Austria","Gas",-86551
"2795","2010","Austria","Nuclear heat",NA
"2796","2010","Austria","Renewable energies",346018
"2797","2010","Austria","Solid fuels",623
"2798","2010","Austria","Total petroleum products",-38618
"2799","2010","Austria","Waste (non-renewable)",29494
"2800","2010","Belgium","All products",-881812
"2801","2010","Belgium","Derived heat",0
"2802","2010","Belgium","Electrical energy",-42638
"2803","2010","Belgium","Gas",-117199
"2804","2010","Belgium","Nuclear heat",NA
"2805","2010","Belgium","Renewable energies",92901
"2806","2010","Belgium","Solid fuels",-26074
"2807","2010","Belgium","Total petroleum products",-1337504
"2808","2010","Belgium","Waste (non-renewable)",30907
"2809","2010","Bulgaria","All products",259013
"2810","2010","Bulgaria","Derived heat",0
"2811","2010","Bulgaria","Electrical energy",-34607
"2812","2010","Bulgaria","Gas",7092
"2813","2010","Bulgaria","Nuclear heat",NA
"2814","2010","Bulgaria","Renewable energies",60669
"2815","2010","Bulgaria","Solid fuels",215375
"2816","2010","Bulgaria","Total petroleum products",-155500
"2817","2010","Bulgaria","Waste (non-renewable)",352
"2818","2010","Croatia","All products",77437
"2819","2010","Croatia","Derived heat",0
"2820","2010","Croatia","Electrical energy",-30409
"2821","2010","Croatia","Gas",73845
"2822","2010","Croatia","Nuclear heat",NA
"2823","2010","Croatia","Renewable energies",86249
